sale_id,order_date,salesman_name,salesman_area,salesman_team,outlet_name,outlet_type,outlet_segment,city,province,region,product_name,brand,category,unit,cost_price,quantity,unit_price,discount,total_amount
TRX-052350,2024-05-18,Citra Dewi,Surabaya,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Rinso Anti Noda,Unilever,Deterjen,karton,72000,33,95000,20,2508000.0
TRX-084396,2024-03-23,Olivia Tan,Semarang,Tim A,Hypermart Surabaya,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,23,75000,0,1725000.0
TRX-007933,2024-04-21,Dian Pratama,Medan,Tim B,Superindo Medan,Supermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,5,82000,20,328000.0
TRX-016259,2024-11-05,Ahmad Fauzi,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,3,108000,0,324000.0
TRX-043633,2024-10-24,Maya Anggraini,Surabaya,Tim B,Superindo Bandung,Supermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,8,95000,0,760000.0
TRX-025269,2024-12-28,Hendra Kusuma,Surabaya,Tim C,Warung Pak Eko,Warung,General Trade,Bogor,Jawa Barat,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,35,95000,10,2992500.0
TRX-003485,2024-10-09,Maya Anggraini,Surabaya,Tim B,Superindo Medan,Supermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,42,85000,5,3391500.0
TRX-082219,2024-07-30,Gita Permata,Bandung,Tim B,Lottemart Medan,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,11,72000,0,792000.0
TRX-080719,2024-01-28,Budi Santoso,Bandung,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,11,115000,10,1138500.0
TRX-070849,2024-11-06,Kartika Sari,Jakarta,Tim C,Superindo Medan,Supermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Energen Coklat,Mayora,Sereal,karton,70000,18,92000,0,1656000.0
TRX-079239,2024-03-25,Olivia Tan,Semarang,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,10,95000,2.5,926250.0
TRX-079921,2024-12-27,Hendra Kusuma,Surabaya,Tim C,Superindo Bandung,Supermarket,Modern Trade,Denpasar,Bali,Bali,Aqua 600ml,Danone,Minuman,karton,48000,24,65000,5,1482000.0
TRX-070658,2024-04-20,Maya Anggraini,Surabaya,Tim B,Warung Pak Eko,Warung,General Trade,Tangerang,Banten,Jawa,Oreo Original,Nabisco,Snack,karton,50000,32,68000,0,2176000.0
TRX-088849,2024-05-11,Fajar Nugroho,Jakarta,Tim A,Alfamart Bogor,Minimarket,Modern Trade,Bandung,Jawa Barat,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,38,145000,0,5510000.0
TRX-000123,2024-11-22,Ahmad Fauzi,Jakarta,Tim A,Superindo Medan,Supermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,49,98000,15,4081700.0
TRX-039483,2024-01-29,Nanda Putra,Medan,Tim C,Superindo Medan,Supermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,31,95000,5,2797750.0
TRX-041502,2024-03-07,Kartika Sari,Jakarta,Tim C,Alfamart Bekasi,Minimarket,Modern Trade,Bandung,Jawa Barat,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,27,85000,20,1836000.0
TRX-009117,2024-06-20,Dian Pratama,Medan,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,26,85000,2.5,2154750.0
TRX-017107,2024-09-05,Lukman Hakim,Bandung,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,17,145000,2.5,2403375.0
TRX-028889,2024-02-12,Joko Widodo,Semarang,Tim B,Alfamart Bekasi,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Pocari Sweat,Otsuka,Minuman,karton,82000,46,108000,2.5,4843800.0
TRX-059839,2024-07-10,Citra Dewi,Surabaya,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Molto Ultra,Unilever,Deterjen,karton,66000,2,88000,15,149600.0
TRX-012916,2024-08-17,Hendra Kusuma,Surabaya,Tim C,Toko Berkah,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Oreo Original,Nabisco,Snack,karton,50000,42,68000,10,2570400.0
TRX-020113,2024-12-19,Lukman Hakim,Bandung,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Chitato Sapi Panggang,Indofood,Snack,karton,55000,6,75000,0,450000.0
TRX-093545,2024-08-07,Eko Wahyudi,Semarang,Tim C,Alfamart Bogor,Minimarket,Modern Trade,Denpasar,Bali,Bali,Milo Activ,Nestle,Minuman,karton,92000,8,120000,0,960000.0
TRX-029254,2024-04-13,Nanda Putra,Medan,Tim C,Toko Makmur,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Aqua 600ml,Danone,Minuman,karton,48000,24,65000,0,1560000.0
TRX-024145,2024-11-12,Budi Santoso,Bandung,Tim A,Alfamart Bogor,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,29,92000,15,2267800.0
TRX-063764,2024-09-18,Joko Widodo,Semarang,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,46,72000,20,2649600.0
TRX-003862,2024-02-07,Ahmad Fauzi,Jakarta,Tim A,Hypermart Surabaya,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,20,88000,20,1408000.0
TRX-072063,2024-07-17,Joko Widodo,Semarang,Tim B,Indomaret Tangerang,Minimarket,Modern Trade,Denpasar,Bali,Bali,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,10,78000,0,780000.0
TRX-069893,2024-11-15,Indah Lestari,Medan,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,39,115000,15,3812250.0
TRX-064588,2024-02-10,Eko Wahyudi,Semarang,Tim C,Warung Pak Eko,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,41,88000,0,3608000.0
TRX-056918,2024-02-15,Kartika Sari,Jakarta,Tim C,Giant Surabaya,Supermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,15,92000,2.5,1345500.0
TRX-034232,2024-12-22,Citra Dewi,Surabaya,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,41,115000,2.5,4597125.0
TRX-088384,2024-09-17,Nanda Putra,Medan,Tim C,Lotte Mart Bandung,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,5,78000,20,312000.0
TRX-001045,2024-05-10,Fajar Nugroho,Jakarta,Tim A,Toko Berkah,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,42,145000,10,5481000.0
TRX-015077,2024-05-25,Joko Widodo,Semarang,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Molto Ultra,Unilever,Deterjen,karton,66000,17,88000,15,1271600.0
TRX-021071,2024-10-31,Olivia Tan,Semarang,Tim A,Warung Bu Dewi,Warung,General Trade,Bandung,Jawa Barat,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,38,78000,20,2371200.0
TRX-051051,2024-12-24,Indah Lestari,Medan,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,46,88000,20,3238400.0
TRX-064272,2024-04-09,Lukman Hakim,Bandung,Tim A,Giant Surabaya,Supermarket,Modern Trade,Denpasar,Bali,Bali,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,4,78000,0,312000.0
TRX-012014,2024-04-11,Ahmad Fauzi,Jakarta,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,12,88000,0,1056000.0
TRX-085507,2024-09-14,Joko Widodo,Semarang,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,23,145000,0,3335000.0
TRX-066298,2024-07-25,Hendra Kusuma,Surabaya,Tim C,Indomaret Tangerang,Minimarket,Modern Trade,Bogor,Jawa Barat,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,37,78000,10,2597400.0
TRX-007073,2024-06-12,Hendra Kusuma,Surabaya,Tim C,Giant Surabaya,Supermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Pantene Shampoo,P&G,Personal Care,lusin,125000,47,165000,0,7755000.0
TRX-040844,2024-03-28,Lukman Hakim,Bandung,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Chitato Sapi Panggang,Indofood,Snack,karton,55000,2,75000,0,150000.0
TRX-090481,2024-06-26,Ahmad Fauzi,Jakarta,Tim A,Warung Bu Dewi,Warung,General Trade,Denpasar,Bali,Bali,Oreo Original,Nabisco,Snack,karton,50000,46,68000,0,3128000.0
TRX-055994,2024-02-26,Budi Santoso,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,18,98000,0,1764000.0
TRX-046816,2024-06-26,Nanda Putra,Medan,Tim C,Indomaret Depok,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,1,88000,0,88000.0
TRX-054465,2024-06-10,Dian Pratama,Medan,Tim B,Lottemart Medan,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,7,85000,0,595000.0
TRX-048045,2024-07-05,Kartika Sari,Jakarta,Tim C,Toko Maju Jaya,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Milo Activ,Nestle,Minuman,karton,92000,37,120000,0,4440000.0
TRX-050772,2024-10-07,Kartika Sari,Jakarta,Tim C,Warung Bu Siti,Warung,General Trade,Tangerang,Banten,Jawa,Oreo Original,Nabisco,Snack,karton,50000,35,68000,5,2261000.0
TRX-047178,2024-01-24,Eko Wahyudi,Semarang,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,41,85000,0,3485000.0
TRX-064143,2024-04-01,Olivia Tan,Semarang,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,3,95000,5,270750.0
TRX-083478,2024-02-06,Dian Pratama,Medan,Tim B,Indomaret Depok,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,39,78000,5,2889900.0
TRX-062712,2024-09-19,Nanda Putra,Medan,Tim C,Giant Surabaya,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Indomie Rebus,Indofood,Mie Instan,karton,62000,47,82000,0,3854000.0
TRX-003672,2024-12-31,Olivia Tan,Semarang,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,30,98000,0,2940000.0
TRX-019775,2024-05-02,Ahmad Fauzi,Jakarta,Tim A,Toko Makmur,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,4,65000,0,260000.0
TRX-020242,2024-09-13,Hendra Kusuma,Surabaya,Tim C,Toko Sejahtera,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,46,145000,0,6670000.0
TRX-069100,2024-09-28,Nanda Putra,Medan,Tim C,Alfamart Bogor,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,14,65000,0,910000.0
TRX-058190,2024-06-26,Nanda Putra,Medan,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Oreo Original,Nabisco,Snack,karton,50000,46,68000,20,2502400.0
TRX-053779,2024-12-28,Ahmad Fauzi,Jakarta,Tim A,Superindo Bandung,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,18,98000,0,1764000.0
TRX-005760,2024-07-02,Eko Wahyudi,Semarang,Tim C,Lottemart Medan,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,17,98000,20,1332800.0
TRX-048247,2024-01-04,Ahmad Fauzi,Jakarta,Tim A,Alfamart Bekasi,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,36,78000,20,2246400.0
TRX-032538,2024-03-25,Hendra Kusuma,Surabaya,Tim C,Indomaret Depok,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Aqua 600ml,Danone,Minuman,karton,48000,19,65000,5,1173250.0
TRX-073721,2024-12-06,Nanda Putra,Medan,Tim C,Lottemart Medan,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,39,165000,20,5148000.0
TRX-073800,2024-03-26,Ahmad Fauzi,Jakarta,Tim A,Warung Pak Eko,Warung,General Trade,Bogor,Jawa Barat,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,26,88000,2.5,2230800.0
TRX-068567,2024-10-15,Ahmad Fauzi,Jakarta,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,24,115000,5,2622000.0
TRX-008801,2024-11-22,Olivia Tan,Semarang,Tim A,Warung Bu Siti,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,24,115000,5,2622000.0
TRX-023413,2024-04-06,Kartika Sari,Jakarta,Tim C,Giant Surabaya,Supermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,9,78000,15,596700.0
TRX-000061,2024-07-30,Olivia Tan,Semarang,Tim A,Lottemart Medan,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,2,72000,0,144000.0
TRX-073955,2024-03-20,Indah Lestari,Medan,Tim A,Warung Bu Dewi,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,5,95000,0,475000.0
TRX-000475,2024-01-17,Gita Permata,Bandung,Tim B,Warung Bu Siti,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Milo Activ,Nestle,Minuman,karton,92000,29,120000,2.5,3393000.0
TRX-049967,2024-06-02,Budi Santoso,Bandung,Tim A,Indomaret Depok,Minimarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,35,92000,15,2737000.0
TRX-082710,2024-05-14,Kartika Sari,Jakarta,Tim C,Warung Pak Bejo,Warung,General Trade,Medan,Sumatera Utara,Sumatera,Oreo Original,Nabisco,Snack,karton,50000,44,68000,5,2842400.0
TRX-060726,2024-12-03,Joko Widodo,Semarang,Tim B,Toko Makmur,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Rinso Anti Noda,Unilever,Deterjen,karton,72000,42,95000,0,3990000.0
TRX-065871,2024-09-12,Dian Pratama,Medan,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Semarang,Jawa Tengah,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,44,78000,20,2745600.0
TRX-034037,2024-06-21,Maya Anggraini,Surabaya,Tim B,Alfamart Bekasi,Minimarket,Modern Trade,Bandung,Jawa Barat,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,30,98000,2.5,2866500.0
TRX-065195,2024-07-15,Budi Santoso,Bandung,Tim A,Warung Pak Bejo,Warung,General Trade,Jakarta,DKI Jakarta,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,23,82000,15,1603100.0
TRX-068395,2024-10-09,Eko Wahyudi,Semarang,Tim C,Hypermart Surabaya,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,35,95000,0,3325000.0
TRX-042306,2024-07-07,Budi Santoso,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,24,72000,2.5,1684800.0
TRX-018397,2024-02-05,Hendra Kusuma,Surabaya,Tim C,Superindo Bandung,Supermarket,Modern Trade,Denpasar,Bali,Bali,Pocari Sweat,Otsuka,Minuman,karton,82000,3,108000,10,291600.0
TRX-063763,2024-11-26,Olivia Tan,Semarang,Tim A,Superindo Bandung,Supermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,37,88000,0,3256000.0
TRX-024235,2024-03-19,Maya Anggraini,Surabaya,Tim B,Toko Berkah,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,1,88000,5,83600.0
TRX-082848,2024-06-01,Fajar Nugroho,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,21,98000,0,2058000.0
TRX-048940,2024-04-02,Maya Anggraini,Surabaya,Tim B,Warung Pak Bejo,Warung,General Trade,Denpasar,Bali,Bali,Pocari Sweat,Otsuka,Minuman,karton,82000,5,108000,0,540000.0
TRX-075781,2024-12-18,Maya Anggraini,Surabaya,Tim B,Warung Pak Bejo,Warung,General Trade,Bandung,Jawa Barat,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,10,88000,0,880000.0
TRX-065174,2024-02-22,Indah Lestari,Medan,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Oreo Original,Nabisco,Snack,karton,50000,30,68000,5,1938000.0
TRX-045451,2024-09-28,Joko Widodo,Semarang,Tim B,Toko Berkah,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,36,78000,5,2667600.0
TRX-066357,2024-06-05,Indah Lestari,Medan,Tim A,Alfamart Bekasi,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,7,95000,0,665000.0
TRX-085671,2024-03-16,Joko Widodo,Semarang,Tim B,Giant Surabaya,Supermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,49,72000,5,3351600.0
TRX-021582,2024-09-16,Budi Santoso,Bandung,Tim A,Warung Bu Siti,Warung,General Trade,Medan,Sumatera Utara,Sumatera,Aqua 600ml,Danone,Minuman,karton,48000,18,65000,15,994500.0
TRX-081701,2024-02-17,Fajar Nugroho,Jakarta,Tim A,Alfamart Bogor,Minimarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,17,108000,15,1560600.0
TRX-046686,2024-01-16,Nanda Putra,Medan,Tim C,Superindo Medan,Supermarket,Modern Trade,Denpasar,Bali,Bali,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,12,78000,0,936000.0
TRX-092548,2024-10-09,Fajar Nugroho,Jakarta,Tim A,Toko Makmur,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Good Day Coffee,Santos Jaya,Kopi,karton,67000,24,88000,15,1795200.0
TRX-064108,2024-05-19,Lukman Hakim,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,5,72000,0,360000.0
TRX-043183,2024-11-21,Gita Permata,Bandung,Tim B,Warung Pak Bejo,Warung,General Trade,Bandung,Jawa Barat,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,35,82000,0,2870000.0
TRX-059263,2024-05-24,Indah Lestari,Medan,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,24,98000,0,2352000.0
TRX-028314,2024-09-28,Fajar Nugroho,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Denpasar,Bali,Bali,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,38,78000,0,2964000.0
TRX-061560,2024-11-04,Indah Lestari,Medan,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,9,78000,0,702000.0
TRX-091328,2024-02-21,Indah Lestari,Medan,Tim A,Superindo Bandung,Supermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,2,95000,5,180500.0
TRX-025901,2024-08-26,Indah Lestari,Medan,Tim A,Toko Berkah,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Pocari Sweat,Otsuka,Minuman,karton,82000,40,108000,10,3888000.0
TRX-035297,2024-02-17,Indah Lestari,Medan,Tim A,Indomaret Depok,Minimarket,Modern Trade,Denpasar,Bali,Bali,Chitato Sapi Panggang,Indofood,Snack,karton,55000,6,75000,10,405000.0
TRX-004446,2024-08-19,Gita Permata,Bandung,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Milo Activ,Nestle,Minuman,karton,92000,49,120000,2.5,5733000.0
TRX-077101,2024-07-27,Joko Widodo,Semarang,Tim B,Warung Pak Eko,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,34,72000,0,2448000.0
TRX-013648,2024-10-02,Citra Dewi,Surabaya,Tim B,Warung Bu Siti,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,34,95000,0,3230000.0
TRX-073270,2024-03-25,Gita Permata,Bandung,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,37,85000,20,2516000.0
TRX-079676,2024-09-16,Citra Dewi,Surabaya,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,23,98000,0,2254000.0
TRX-072701,2024-08-05,Hendra Kusuma,Surabaya,Tim C,Alfamart Bekasi,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Milo Activ,Nestle,Minuman,karton,92000,13,120000,20,1248000.0
TRX-090787,2024-01-22,Ahmad Fauzi,Jakarta,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Pantene Shampoo,P&G,Personal Care,lusin,125000,3,165000,0,495000.0
TRX-096614,2024-07-19,Citra Dewi,Surabaya,Tim B,Alfamart Bogor,Minimarket,Modern Trade,Bogor,Jawa Barat,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,43,Rp72.000,0,Rp3.096.000
TRX-004054,2024-04-20,Joko Widodo,Semarang,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,21,95000,20,1596000.0
TRX-090914,2024-12-14,Hendra Kusuma,Surabaya,Tim C,Indomaret Depok,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Teh Botol Sosro,Sosro,Minuman,karton,54000,1,72000,0,72000.0
TRX-028068,2024-08-31,Indah Lestari,Medan,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,29,75000,2.5,2120625.0
TRX-026946,2024-06-11,Kartika Sari,Jakarta,Tim C,Toko Sejahtera,Toko Kelontong,General Trade,Palembang,Sumatera Selatan,Sumatera,Pantene Shampoo,P&G,Personal Care,lusin,125000,48,165000,5,7524000.0
TRX-064228,2024-04-01,Hendra Kusuma,Surabaya,Tim C,Warung Bu Dewi,Warung,General Trade,Bandung,Jawa Barat,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,28,82000,10,2066400.0
TRX-027337,2024-04-02,Budi Santoso,Bandung,Tim A,Giant Surabaya,Supermarket,Modern Trade,Tangerang,Banten,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,34,72000,0,2448000.0
TRX-029505,2024-06-25,Citra Dewi,Surabaya,Tim B,Superindo Medan,Supermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Oreo Original,Nabisco,Snack,karton,50000,4,68000,0,272000.0
TRX-081158,2024-09-28,Fajar Nugroho,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,49,65000,0,3185000.0
TRX-058134,2024-06-24,Kartika Sari,Jakarta,Tim C,Alfamart Bekasi,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Milo Activ,Nestle,Minuman,karton,92000,43,120000,2.5,5031000.0
TRX-095828,2024-01-23,Gita Permata,Bandung,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,20,Rp95.000,0,Rp1.900.000
TRX-095147,July 22 2024,Fajar Nugroho,Jakarta,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,39,78000,0,3042000
TRX-000207,2024-02-18,Nanda Putra,Medan,Tim C,Toko Sejahtera,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,21,92000,10,1738800.0
TRX-073262,2024-09-29,Olivia Tan,Semarang,Tim A,Warung Pak Eko,Warung,General Trade,Bandung,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,20,95000,0,1900000.0
